"Client ID",Name,Age,"Location ID","Joined Bank","Banking Contact",Nationality,Occupation,"Fee Structure","Loyalty Classification","Estimated Income","Superannuation Savings","Amount of Credit Cards","Credit Card Balance","Bank Loans","Bank Deposits","Checking Accounts","Saving Accounts","Foreign Currency Account","Business Lending","Properties Owned","Risk Weighting",Gender,InvestmentAdvisor,BankingRelationship,High_Potential_Lead
IND82385,"Phillip Kennedy",78,29634,09/06/06,"Ernest Rivera",Asian,"Human resources assistant iii",Mid,Jade,286833.79,24870.32,2,4559.81,689264.8,155881.11,86443.16,60793.63,33450.56,473631.36,0,2,Male,"Victor Dean",Commercial,No
IND70540,"Daniel Jordan",55,19917,01/01/17,"Frank Brown",European,"Junior executive",High,Jade,234921.33,24974.26,1,7956.3,1236125.79,1166846.93,706531.17,363970.6,73406.25,534266.84,0,3,Female,"Jeremy Porter",Retail,Yes
IND64051,"Ruth Stone",82,36869,11/04/20,"Ernest Rivera",European,"Programmer iv",Low,Silver,54580.1,10827.68,1,6272.78,985812.95,1484654.39,673708.72,539466.02,36491.59,1004302.95,2,2,Female,"Ernest Knight",Retail,No
IND29216,"Rebecca Owens",53,19905,02/11/13,"Anthony Simpson",Asian,"Senior financial analyst",Low,Silver,243019.98,47511.36,1,985.29,130808.17,302827.01,400347.58,72267.87,30474.44,654628.52,0,3,Female,"Eric Shaw",Retail,Yes
IND98869,"Kevin Ward",54,14471,27/07/03,"Nicholas Simmons",European,"Human resources assistant i",Mid,Jade,44231.62,23320.44,2,778.03,448474.88,210065.07,169667.94,124557.81,7243.92,198561.45,2,2,Female,"Victor Rogers",Institutional,No
IND26568,"Cynthia Perkins",41,31363,03/02/07,"Anthony Simpson",Asian,"Database administrator i",Low,Platinum,262208.39,58676.56,1,634.14,53339.6,413171.42,191829.59,338505.45,22809.18,662886.04,2,3,Female,"Eugene Cunningham","Private Bank",Yes
IND21009,"Charles Bryant",40,26056,10/09/06,"Chris Armstrong",European,"Computer systems analyst iii",High,Jade,162116.96,47411.65,2,2642.12,317002.4,524488.64,334361.51,183112.1,15214.68,1065429.56,1,2,Female,"Joe Carroll","Private Bank",Yes
IND21838,"Andrew Cox",42,743,29/10/09,"Nicholas Simmons",African,"Research assistant i",Mid,Jade,98690.55,31774.63,1,2657.13,1579301.37,592875.77,228029.14,88171.27,100465.97,1242582.1,3,2,Female,"Steve Sanchez","Private Bank",No
IND17701,"Brian Ramos",73,2509,01/08/06,"Frank Brown",European,"Safety technician iv",Low,Gold,82414.38,15019.75,1,117.82,244323.64,170188.99,96968.14,54500.05,16683.57,487931.11,3,1,Female,"Lawrence Sanchez","Private Bank",No
IND95185,"Jimmy Willis",54,32700,20/08/16,"Anthony Berry",European,"Administrative officer",Mid,Gold,333873.97,40151.25,1,2673.45,976021.92,272917.58,169163.79,68229.4,48750.73,587022.39,0,3,Male,"Peter Castillo","Private Bank",Yes
IND93185,"Robin Brown",38,30588,29/05/13,"Anthony Torres",European,"Research assistant i",Low,Jade,62546.72,27911.1,1,2793.88,329800.06,244297.86,217451.94,61208.7,11470.46,295167.65,0,1,Female,"Daniel Carroll","Private Bank",No
IND43584,"Brian Powell",42,10948,20/07/06,"Phillip Peters",European,"Assistant manager",High,Silver,323196.7,57873.27,1,4821.4,235971.06,449101.83,328993.2,146845.85,40135.69,1743999.58,1,4,Male,"Carl Anderson",Commercial,No
IND19265,"Dorothy Reyes",85,27891,09/10/18,"Raymond Alexander",Asian,"Product engineer",Low,Gold,163975.08,6904.38,1,908.41,514321.28,144554.63,118812.02,43564.41,16099,675986.97,3,2,Male,"Nicholas Ward",Commercial,No
IND31357,"Juan Cole",38,42047,08/10/07,"Chris Armstrong",American,"Structural analysis engineer",High,Jade,192479.87,58742.3,1,7111.72,181420.65,1034707.97,808365.6,177840.43,499.49,292596.77,3,4,Male,"Ryan Taylor",Institutional,No
IND73056,"Bobby Flores",76,19145,07/05/16,"Phillip Peters",African,"Staff accountant ii",Mid,Jade,227250.89,46770.04,1,3155.84,251052.6,2109610.09,697244.01,1112372.37,37511.82,695101,0,5,Female,"Sean Vasquez","Private Bank",No
IND70935,"Denise Murray",41,16525,26/07/17,"Keith Griffin",Asian,"Cost accountant",Mid,Silver,76171.91,62695.19,2,4554.03,629673.7,333106.94,135872.57,302426.04,15128.28,921513.13,1,3,Female,"Nicholas Morrison",Commercial,No
IND52716,"Jeremy Morris",38,18803,30/04/13,"Nicholas Simmons",European,"Safety technician iii",High,Gold,50643.44,15186.75,1,79.07,488341.35,136187.5,32425.6,63554.17,17281.85,59911.11,1,1,Female,"Jack Phillips",Retail,No
IND22605,"Carol Carpenter",36,36850,31/07/05,"Adam Hernandez",Asian,"Health coach ii",Low,Silver,198506.33,43878.45,1,2544.55,292235.24,0,0,0,46739.22,654069.52,3,2,Male,"Juan Ramirez",Retail,No
IND55690,"Diane Lewis",37,13782,01/11/21,"Samuel Fowler",European,"Biostatistician i",Mid,Silver,85031.17,5254.59,1,677.17,346606.26,352507.06,252224.88,44944.65,7376.94,0,2,1,Female,"Gregory Boyd",Retail,No
IND51390,"Amy Gomez",83,16211,02/11/18,"Jerry Green",European,"Director of sales",High,Gold,287767.5,16043.75,1,4195.26,417783.64,419185.54,644303.7,109531.63,28074.74,893733.13,1,4,Female,"Jeremy Porter",Institutional,No
IND45563,"Ralph Weaver",66,35742,11/08/01,"Anthony Simpson",European,"Automation specialist iv",Mid,Jade,132163.92,19996.4,2,1988.56,340874.83,311874.17,358422.56,83507.8,4649,154235.34,1,1,Male,"Ernest Knight","Private Bank",No
IND36682,"Terry Lee",24,6739,02/09/21,"Bruce Porter",European,"Biostatistician ii",High,Jade,117770.23,13432.22,1,4949.74,1170149.44,370857.62,162656.85,113859.8,19534.49,1166836.17,2,2,Male,"Steve Sanchez","Private Bank",No
IND52986,"Virginia Edwards",27,38502,04/11/15,"Shawn Cook",Asian,"Compensation analyst",High,Silver,403281.51,43655.92,2,5223.4,553744.38,478960.24,313393.74,236227.92,5801.48,1732498.89,0,4,Female,"Lawrence Sanchez","Private Bank",No
IND61440,"Eric Jordan",47,4019,13/11/03,"Anthony Torres",European,"Design engineer",High,Jade,71031.74,35318.72,2,1934.52,543903.54,2181586.39,891070.5,593637.31,25402.04,604293.01,3,3,Female,"Peter Castillo","Private Bank",No
IND99015,"Willie Garcia",81,41607,18/12/12,"Dennis Ruiz",European,"Programmer analyst ii",High,Jade,102785.76,18023.2,1,3640.37,1291456.9,540168.09,148636.86,267365.08,108374.26,1918724.26,0,3,Female,"Victor Gutierrez","Private Bank",No
IND54373,"Carlos Marshall",34,36978,13/10/09,"Steve Diaz",American,"Financial advisor",High,Silver,284195.29,33799.58,1,4595.81,829864.07,762603.38,240078.84,400790.44,15438.15,1967482.98,2,5,Male,"Daniel Carroll",Commercial,No
IND64411,"Shirley Olson",53,4876,28/08/10,"Benjamin Kim",African,"Administrative officer",Mid,Jade,230426.15,24638.11,1,1326.59,381936.29,141945.93,76650.8,196879,13577.81,660537.15,2,2,Male,"Nicholas Ward",Retail,Yes
IND74150,"Joshua Porter",58,31754,29/03/20,"Donald Reynolds",European,"Database administrator ii",Mid,Jade,21970.97,7296.21,2,204.71,258938.79,127319.24,108595.82,80997.51,8921.12,116205.76,0,1,Male,"Jeremy Porter","Private Bank",No
IND71806,"Evelyn Davis",26,2783,21/04/10,"Keith Griffin",Asian,"Account representative iv",Mid,Platinum,157903.39,24730.79,1,1723.95,222678.45,89287.6,54605.64,19377.62,21003.39,995856.75,0,1,Female,"Ernest Knight",Commercial,No
IND92305,"Arthur Vasquez",60,14885,21/04/18,"Anthony Torres",African,"Human resources manager",High,Platinum,27469.92,15909.92,1,2995.14,472794.65,535094.2,233680.38,124934.34,30842.04,123411.3,3,1,Female,"Eric Shaw",Retail,No
IND50530,"Eugene Myers",51,15976,05/03/17,"Shawn Wallace",Australian,"Web developer iii",Mid,Jade,150224.49,13471.78,1,10.68,48561.78,175088.88,120894.7,72661.89,78.87,405905.02,1,1,Male,"Kevin Kim",Retail,Yes
IND23766,"Denise Campbell",75,27916,23/11/04,"Joshua Bennett",African,"Cost accountant",Mid,Gold,222977.36,34262.65,1,5567.23,278909.21,821381.48,497151.95,344331.76,34701.18,1256329.17,3,4,Female,"Victor Rogers",Retail,No
IND51999,"Justin Murphy",22,41329,07/11/11,"Joshua Bennett",Asian,"Vp accounting",Mid,Jade,53692.16,21817.95,1,3485.44,492002.97,1748950.02,511597.63,569658.01,35765.61,1918772.63,0,2,Male,"Eugene Cunningham",Institutional,No
IND74286,"Pamela Nichols",80,2474,07/08/10,"Bruce Butler",Asian,"Project manager",Low,Platinum,315625.9,7689.95,1,3854.92,173071.87,290695.76,349743.33,107602.85,21933.25,413073.87,0,3,Male,"Joe Carroll",Institutional,No
IND96410,"Debra Montgomery",51,14593,25/08/01,"Patrick Graham",Asian,"Technical writer",Mid,Silver,68785.31,6001.5,1,1473.24,452592.97,67101.73,40379.8,23182.76,5537.85,716674.82,0,1,Female,"Steve Sanchez","Private Bank",No
IND19975,"Judy Myers",47,28644,31/03/10,"Joshua Bennett",American,"Software engineer ii",Low,Silver,44664.01,22347.05,1,155.9,861778.17,856487.3,417263.04,176275.34,36125.73,1149200.02,1,1,Female,"Lawrence Sanchez","Private Bank",No
IND33502,"Brandon Harris",68,16878,03/01/17,"Paul Holmes",European,"Vp sales",Mid,Jade,102662.31,29101.05,2,6378.37,890491.39,147432.65,36543.14,60838.02,31572.04,432845.77,0,2,Female,"Peter Castillo","Private Bank",No
IND66341,"Bobby Watkins",75,23361,10/01/19,"Paul Holmes",European,"Web designer iv",High,Gold,336627.38,34353,1,740.09,257342.64,1769697.67,1059031.68,321053.81,30243.78,1803174.89,2,3,Female,"Victor Gutierrez","Private Bank",No
IND70050,"Ralph Sullivan",33,33429,03/11/12,"Roy Rice",Asian,"Statistician ii",Mid,Jade,388550.52,72210.32,1,8095.65,2381138.32,1246002.33,276889.41,582506.09,74882.81,2238560.25,3,4,Female,"Daniel Carroll","Private Bank",No
IND96601,"Heather Patterson",78,42072,01/10/20,"Stephen Payne",European,Recruiter,High,Silver,335346.96,11722.05,1,3055.77,543866.64,311496.34,269963.49,306512.39,31149.36,701015.64,1,5,Female,"Carl Anderson","Private Bank",No
IND95215,"Irene Willis",62,37847,02/06/19,"Bobby Burton",European,"Administrative assistant iii",Mid,Platinum,424394.33,42781.52,1,2730.98,1200805.46,805006.72,276991.56,712214.55,37754.4,1717982.32,2,3,Male,"Nicholas Ward","Private Bank",No
IND77741,"Gerald Richards",57,4384,13/11/06,"Paul Larson",European,"Database administrator ii",High,Silver,256234.92,61022.76,1,6906.18,1677991.21,1635153.76,649422.77,540876.39,58327.15,1427372.62,0,3,Female,"Fred Bryant",Commercial,Yes
IND80280,"Tammy Brooks",68,12779,13/12/96,"Gregory Simmons",European,"Assistant media planner",High,Jade,36030.3,31578.36,1,1219.38,530279.44,166642.06,160313.88,54675.47,18631.01,599993.75,1,2,Female,"Ryan Taylor",Commercial,No
IND41934,"Dennis Baker",45,649,12/09/03,"Donald Reynolds",Asian,"Statistician iv",High,Jade,199546.53,12853.32,1,4383.23,975487.5,781992.09,243981.53,286209.11,7917.75,2038248.79,2,2,Male,"Sean Vasquez",Retail,Yes
IND90650,"Irene Reynolds",32,6011,04/12/02,"Joshua Ryan",Asian,"Engineer iii",Mid,Jade,79425.62,9808.56,1,614.92,487050.58,580085.14,199599.19,496253.48,32646.39,510896.6,2,1,Male,"Nicholas Morrison",Institutional,No
IND94273,"Eric Castillo",74,15239,17/06/13,"Donald Reynolds",European,"Media manager iii",High,Silver,37600.42,12698.52,3,821.54,250595.95,519934.04,234336.47,159495.26,14215.34,389519.56,0,1,Male,"Jack Phillips","Private Bank",No
IND44029,"Matthew Rodriguez",52,28171,03/05/03,"Todd Roberts",Asian,"Structural analysis engineer",Mid,Jade,222815.17,40789.28,1,4068.8,961006.42,88271.98,29724.24,46468.89,42918.9,912686.23,0,2,Male,"Juan Ramirez",Commercial,No
IND45063,"Eric Reynolds",75,38300,16/11/20,"Gregory Simmons",European,"Executive secretary",High,Gold,141963.47,12185.08,1,1073.26,599113.56,1209702.56,425951.61,332242.25,24756.85,413357.88,1,1,Female,"Gregory Boyd",Retail,No
IND70183,"Jesse Lane",82,42747,18/03/05,"Stephen Payne",European,Operator,Mid,Jade,75807.36,17002.7,2,3280.38,647520.73,26021.94,20395.58,14769.21,23382.82,414144.95,0,2,Male,"Victor Dean",Retail,No
IND35875,"Joe Freeman",72,30620,16/12/03,"Samuel Fowler",American,"Media manager iii",High,Silver,196216.48,46580.16,1,5982.17,1520782.98,570748.36,300623.18,94543.81,43542.99,1208409.05,0,2,Female,"Jeremy Porter",Retail,No
IND75766,"Willie Wagner",47,6433,01/04/19,"Jason Duncan",European,"Nurse practicioner",Mid,Jade,397676.18,46862.55,2,10269.45,772691.72,1282034.49,309753.3,572699.43,89158.1,1114325.48,1,5,Male,"Ernest Knight",Institutional,No
IND25512,"Arthur Snyder",23,15353,10/12/96,"Frank Brown",African,"Vp quality control",Mid,Silver,170389.44,44144.48,2,6518.7,566788.22,2195313.28,1118367.14,160023.15,316.19,1866373.72,0,2,Male,"Joe Carroll","Private Bank",No
IND24266,"Jack Spencer",20,16402,17/09/02,"Joe Hanson",Asian,"Payment adjustment coordinator",High,Jade,163043.73,21898.8,1,4012.27,1072353.02,0,0,0,40255.35,1302218.19,1,3,Male,"Lawrence Sanchez","Private Bank",No
IND19846,"Lois Griffin",18,33054,13/06/19,"Anthony Berry",European,"Recruiting manager",Mid,Platinum,97502.58,5150.34,2,1344.22,157753.41,150704.23,101864.9,21098.59,20996.65,385928.65,2,1,Female,"Peter Castillo","Private Bank",No
IND93267,"Clarence Chavez",52,28350,20/09/13,"Shawn Long",American,"Engineer iii",Low,Jade,191630.74,31036.46,2,5646.48,1397029.05,1049952.8,464733.21,475060.61,2821.02,703070.79,0,4,Male,"Victor Gutierrez","Private Bank",No
IND80594,"Ann Hernandez",36,12419,03/10/18,"Bruce Porter",Australian,"Developer iv",High,Platinum,66802.23,21204,2,2798.68,386423.99,531230.57,249678.37,306891.9,21076.9,649812.08,3,1,Female,"Daniel Carroll","Private Bank",No
IND80690,"Joe Mason",82,6674,26/03/04,"Chris Armstrong",European,"Software test engineer iii",High,Jade,110364.71,24412.82,1,752.52,94224.55,350433.96,303360.74,239445.77,26551.58,479127.01,2,2,Female,"Carl Anderson","Private Bank",No
IND13801,"Ashley Coleman",19,8332,31/12/16,"Jesse Evans",European,"Product engineer",High,Jade,125706.35,30939.57,1,4904.42,1617744.24,243600.03,94621.5,54417.43,16818.52,526397.01,2,3,Male,"Nicholas Ward",Commercial,No
IND80847,"Brandon Tucker",63,14854,23/03/20,"Joshua Bennett",European,"Geologist iv",High,Silver,30509.3,16039.13,2,116.14,447251.73,127045.88,86132.8,23471.19,33808.99,708654.19,1,1,Female,"Victor Dean",Commercial,No
IND96719,"Robin Woods",50,31263,14/09/20,"Jason Duncan",Australian,"Database administrator i",High,Jade,214432.05,19656,1,2129.4,601115.76,506969.44,321080.65,297929.04,6751.08,1457392.86,3,2,Female,"Ernest Knight",Institutional,Yes
IND69161,"Ronald Turner",20,35334,11/04/20,"Shawn Cook",European,"Biostatistician ii",Mid,Gold,158390.39,42135.6,1,92.75,424424.85,348631.44,228195.13,401623.42,2156.06,787650.25,0,3,Female,"Eric Shaw","Private Bank",No
IND63563,"Jacqueline Jacobs",85,32711,07/11/07,"Jason Duncan",European,"Product engineer",Mid,Gold,191377.91,43629.74,1,3899.23,1444418.31,1425990.31,753353.37,556405.28,43399.16,1256997.06,2,3,Female,"Kevin Kim",Commercial,No
IND33616,"Aaron Vasquez",63,30784,11/03/12,"Samuel Fowler",European,"Senior cost accountant",Mid,Silver,70008.45,18547.88,3,243.3,139171.91,45857.72,21291.09,41206.44,9063.16,34164.75,3,1,Female,"Victor Rogers",Retail,No
IND71063,"Jennifer Cox",22,24062,19/03/01,"Shawn Cook",African,"Software engineer i",High,Silver,315981.67,43658.61,1,6394.97,758590.98,1045776.75,366021.86,679754.89,66448.19,1445831.22,1,2,Female,"Joe Carroll",Retail,No
IND41653,"Christopher Reynolds",50,7669,07/03/21,"Joshua Bennett",European,"Speech pathologist",High,Jade,66391.14,13088.72,1,141.3,536031.45,107038.73,72218.9,42557.57,3854.82,755302.89,3,1,Female,"Steve Sanchez",Institutional,No
IND82371,"Terry Black",60,33117,16/12/01,"Keith Griffin",Australian,"Research assistant ii",High,Jade,51443.62,8991.84,1,7099.67,261255.79,530295.83,158750.98,196918.77,66527.81,1738470.8,0,2,Female,"Lawrence Sanchez",Institutional,No
IND75420,"Janice Gray",73,14413,17/01/01,"Anthony Torres",African,"Legal assistant",High,Jade,209712.86,16818.27,1,2467.83,226487.54,39921.32,64187.22,14653.47,12887.17,96489.56,1,2,Male,"Peter Castillo","Private Bank",No
IND95008,"Clarence Murray",43,25002,19/06/16,"Phillip Peters",American,"Web developer iv",High,Jade,417117.08,7290.91,1,7436.68,981015.4,2057795.31,1248170.92,530641.31,64086.92,1188000.12,1,3,Male,"Victor Gutierrez","Private Bank",Yes
IND56438,"Jane Reynolds",52,7822,10/04/19,"Keith Griffin",European,"Product engineer",Low,Gold,82231.69,14281.92,1,4312.71,36652.66,743620.88,378112.31,221825.89,20722.36,479827.46,1,1,Female,"Daniel Carroll","Private Bank",No
IND62378,"Christina Hunt",23,34571,05/04/12,"Frank Brown",American,"Media manager iv",High,Silver,158077.07,26127.99,1,6228,262656.05,1211126.42,622230.09,454672.42,41574.52,1004496.25,2,2,Male,"Carl Anderson","Private Bank",No
IND69349,"Benjamin Garza",17,18379,08/12/04,"Mark Montgomery",Asian,"Media manager iv",Mid,Gold,350625.04,27300.3,1,6833.39,867561.77,796059.43,314721.17,299355.37,89702.47,963282.93,0,4,Female,"Fred Bryant","Private Bank",No
IND83086,"Arthur Duncan",46,14376,02/12/08,"Bobby Burton",American,"Database administrator iii",Mid,Silver,95819.67,2697.8,1,1816.94,780831.58,253946.59,67504.79,103475.2,9755.8,351955.74,0,1,Male,"Sean Vasquez",Commercial,No
IND70927,"Donald Hanson",83,11190,28/02/13,"Shawn Cook",European,"Web designer iii",High,Jade,30898.92,21343.5,3,845.99,162813.13,150843.39,149003.84,34951.52,5480.14,395819.66,1,1,Male,"Nicholas Morrison",Commercial,No
IND71808,"Mary Johnston",72,17834,07/02/04,"Jesse Evans",Asian,"Programmer analyst iv",Mid,Platinum,66283.45,28269.72,2,3500.2,508481.5,363561.05,331244.51,73439.33,9567.96,319287.61,0,2,Male,"Jack Phillips",Retail,No
IND17448,"George Fowler",31,14779,03/02/20,"Bobby Burton",European,"Recruiting manager",Low,Jade,46525.22,5173.56,1,1349.77,381700.42,116082.89,61455.65,40560.73,17195.67,597224.79,1,1,Female,"Juan Ramirez",Institutional,No
IND24125,"Scott Mitchell",61,35662,30/04/18,"Anthony Torres",Asian,"Staff scientist",High,Jade,231731.08,73595.55,1,2370.78,1198853.05,99957.67,50540.4,37062.96,106.53,652778.42,2,5,Male,"Gregory Boyd","Private Bank",No
IND96154,"Joan Ortiz",22,11043,13/02/21,"Roger Alexander",European,"Assistant professor",High,Jade,122947.04,31710.43,1,364.7,34744.49,214791.36,149788.71,162054.43,22845.44,177518.04,2,2,Male,"Victor Dean",Commercial,No
IND35689,"Cheryl Garrett",48,11467,13/03/95,"Phillip Peters",Australian,"Geologist i",High,Gold,123401.7,70315.52,1,5618.62,1033489.82,1572645.27,875211.28,344614.44,85673.9,1678416.17,2,4,Male,"Jeremy Porter",Retail,No
IND28975,"Nicholas Watkins",47,21777,02/06/11,"Dennis Morris",American,"Accountant iii",Mid,Jade,342354.81,25422.7,2,5913.22,1475135.45,1251739.72,561804.44,271243.13,64653.54,616714.62,1,3,Female,"Ernest Knight",Retail,Yes
IND39526,"Tammy Kim",61,18447,11/01/20,"Jesse Evans",Asian,"Registered nurse",High,Jade,59012.4,22778.92,2,1249.74,65119.84,66531.74,25265.22,43035.09,4403.3,371481.53,0,1,Male,"Eric Shaw",Retail,No
IND96775,"Larry Brooks",30,18822,24/10/05,"Shawn Long",European,"Desktop support technician",High,Platinum,162714.82,21954.24,1,342.57,342340.6,81825.8,35481.98,45424.18,24733.71,873421.3,3,2,Female,"Joe Carroll",Institutional,No
IND90131,"Stephen Carr",81,467,22/11/95,"Shawn Cook",Asian,"Systems administrator iv",High,Jade,157581.38,33288,1,5292.45,785409.84,1042672.65,466458.82,524354.59,18663.8,1436150.34,1,3,Male,"Steve Sanchez",Institutional,No
IND68422,"Alan Taylor",67,28613,28/10/17,"Anthony Simpson",European,"Systems administrator ii",High,Gold,75751.94,25677.08,1,6576.37,467736.47,434860.5,185978.08,85768.71,22662.59,1703957.08,1,2,Female,"Lawrence Sanchez","Private Bank",No
IND34367,"Johnny Richardson",72,533,28/10/14,"Steve Diaz",Australian,"Human resources assistant iv",Mid,Jade,121290.33,21999.78,1,2810.3,1354505.05,2640689.23,604079.24,762865.78,2175.48,1101119.76,3,3,Female,"Peter Castillo","Private Bank",No
IND56930,"Arthur Sullivan",71,32252,21/03/18,"Joshua Little",European,"Media manager i",High,Jade,100123.92,16866.9,1,5213.44,1263579.47,300310.91,226208.21,144149.23,52584.84,588852.5,1,4,Female,"Victor Gutierrez","Private Bank",No
IND91448,"Roger Hernandez",51,20243,02/07/95,"George Lewis",Asian,"Software engineer iii",High,Jade,20674.14,22214.91,3,2668.36,770743.92,665784.05,246586.69,290972.29,20937.56,316932.98,0,1,Female,"Carl Anderson","Private Bank",No
IND37820,"Harry Martin",65,18920,09/09/19,"Ernest Rivera",American,"Help desk operator",High,Jade,158667.27,11230.96,2,169.94,595889.48,108528.91,81111.08,23522.21,25136.7,760343.56,1,2,Male,"Nicholas Ward","Private Bank",No
IND25754,"Ruth Bailey",67,8104,09/06/05,"Douglas Tucker",European,"Automation specialist iii",Low,Gold,42783.86,8986.11,1,3264.19,703366.71,0,0,0,44402.48,1159400.47,1,2,Female,"Victor Dean","Private Bank",No
IND50610,"Howard Stephens",65,38825,08/03/08,"Benjamin Kim",American,"Occupational therapist",High,Jade,73154.79,28365.12,1,6759.92,860465.42,1636294.1,597876.69,809650.91,5187.44,730930.64,1,3,Male,"Jeremy Porter",Commercial,No
